"INSTNM","STABBR","ZIP","LOCALE","OBEREG","GBA6RTT","GBA6RTM","GBA6RTW"
"Taylor University","IN","46989-1001",32,3,77,72,80
"Trine University","IN","46703-1764",32,3,63,62,65
"Valparaiso University","IN","46383",21,3,74,69,79
"Vincennes University","IN","47591",33,3,22,27,17
"Wabash College","IN","47933-0352",32,3,83,83,
"Briar Cliff University","IA","51104",13,4,56,45,70
"Buena Vista University","IA","50588",33,4,63,56,71
"Central College","IA","50219",32,4,66,61,71
"Clarke University","IA","52001-3198",13,4,54,47,59
"Coe College","IA","52402-5092",12,4,64,67,63
"Cornell College","IA","52314-1098",31,4,64,59,69
"Divine Word College","IA","52045",42,4,100,,100
"Dordt University","IA","51250-1606",33,4,75,69,82
"Drake University","IA","50311-4505",12,4,77,75,77
"University of Dubuque","IA","52001",13,4,40,32,57
"Emmaus Bible College","IA","52001-3096",13,4,60,41,72
"Faith Baptist Bible College and Theological Seminary","IA","50023-2152",21,4,53,65,44
"Graceland University-Lamoni","IA","50140",43,4,47,39,60
"Grand View University","IA","50316",12,4,51,43,58
"Grinnell College","IA","50112-1690",33,4,87,86,88
"Orion Technical College","IA","52807",12,4,,,
"Iowa State University","IA","50011-2103",13,4,76,73,80
"Iowa Wesleyan University","IA","52641",33,4,23,15,33
"University of Iowa","IA","52242-1316",13,4,74,71,76
"Loras College","IA","52004-0178",13,4,67,56,80
"Luther College","IA","52101-1045",33,4,73,68,77
"Maharishi International University","IA","52557",33,4,35,40,30
"Mercy College of Health Sciences","IA","50309-1239",12,4,50,100,44
"Morningside University","IA","51106-1751",13,4,54,52,56
"Mount Mercy University","IA","52402-4797",12,4,60,58,61
"Ashford University","CA","92123",11,8,9,7,10
"University of Northern Iowa","IA","50614-0005",13,4,69,65,71
"Northwestern College","IA","51041",32,4,71,60,78
"Palmer College of Chiropractic","IA","52803-5287",12,4,,,
"Saint Ambrose University","IA","52803-2898",12,4,64,57,70
"St Luke's College","IA","51104-0263",13,4,,,
"Simpson College","IA","50125",31,4,69,63,74
"Upper Iowa University","IA","52142-1857",43,4,38,33,44
"Waldorf University","IA","50436-1713",33,4,5,5,3
"Wartburg College","IA","50677-0903",32,4,70,68,71
"William Penn University","IA","52577",33,4,32,23,59
"Baker University","KS","66006-0065",31,4,62,58,66
"Benedictine College","KS","66002-1499",32,4,63,57,68
"Bethany College","KS","67456-1897",33,4,30,21,48
"Bethel College-North Newton","KS","67117-1716",32,4,47,44,50
"Central Christian College of Kansas","KS","67460-5740",33,4,20,18,21
"Donnelly College","KS","66102",12,4,,,
"Emporia State University","KS","66801-5415",33,4,50,42,54
"Fort Hays State University","KS","67601-4099",33,4,50,50,50
"Barclay College","KS","67059-0288",43,4,48,31,65
"Friends University","KS","67213",11,4,40,31,51
"Haskell Indian Nations University","KS","66046-4800",13,4,,,
"Hesston College","KS","67062-2093",32,4,75,0,90
"Concorde Career College-Kansas City","MO","64111",11,4,,,
"Kansas Christian College","KS","66204-1975",12,4,100,,100
"University of Kansas","KS","66045",13,4,66,65,67
"Newman University","KS","67213-2097",11,4,61,56,63
"Kansas State University","KS","66506",13,4,68,66,71
"Kansas Wesleyan University","KS","67401-6146",33,4,39,29,52
"Manhattan Christian College","KS","66502-4801",13,4,36,59,7
"McPherson College","KS","67460-1402",33,4,53,50,58
"MidAmerica Nazarene University","KS","66062-1899",21,4,44,33,55
"Ottawa University-Ottawa","KS","66067-3399",32,4,34,30,40
"Pittsburg State University","KS","66762",32,4,52,49,54
"University of Saint Mary","KS","66048-5082",31,4,47,39,58
"Southwestern College","KS","67156-2499",32,4,40,35,47
"Sterling College","KS","67579",42,4,43,35,52
"Tabor College","KS","67063-1799",33,4,47,36,63
"Washburn University","KS","66621-0001",12,4,44,35,51
"Wichita State University","KS","67260-0124",11,4,48,41,53
"Alice Lloyd College","KY","41844",43,5,29,29,30
"Asbury University","KY","40390-1198",31,5,65,59,69
"Bellarmine University","KY","40205-0671",11,5,65,68,64
"Berea College","KY","40404-2182",32,5,66,59,71
"Brescia University","KY","42301-3023",13,5,47,46,48
"Campbellsville University","KY","42718-2799",32,5,37,28,48
"Centre College","KY","40422-1394",32,5,86,83,90
"Clear Creek Baptist Bible College","KY","40977-9752",42,5,44,50,0
"Galen College of Nursing-Louisville","KY","40245",11,5,,,
"University of the Cumberlands","KY","40769",33,5,48,43,54
"Eastern Kentucky University","KY","40475-3102",32,5,52,47,55
"Georgetown College","KY","40324-1696",31,5,56,48,63
"American National University-Pikeville","KY","41501-1520",41,5,,,
"Kentucky Mountain Bible College","KY","41339",42,5,50,38,75
"Kentucky State University","KY","40601-2355",32,5,38,37,40
"Kentucky Wesleyan College","KY","42301",13,5,46,33,63
"University of Kentucky","KY","40506-0032",11,5,68,63,71
"Kentucky Christian University","KY","41143-1199",32,5,36,24,55
"Lindsey Wilson College","KY","42728-1223",33,5,40,31,46
"University of Louisville","KY","40292-0001",11,5,62,62,63
"Midway University","KY","40347-1120",42,5,59,,59
"Morehead State University","KY","40351",33,5,45,42,47
"Murray State University","KY","42071-3318",33,5,56,49,61
"Northern Kentucky University","KY","41099",21,5,50,46,53
"University of Pikeville","KY","41501",33,5,33,28,38
"The Southern Baptist Theological Seminary","KY","40280-0001",11,5,40,43,38
"Spalding University","KY","40203-2188",11,5,42,39,44
"Sullivan University","KY","40205-3013",11,5,,,
"Thomas More University","KY","41017-3495",21,5,51,42,62
"Transylvania University","KY","40508-1797",11,5,73,64,81
"Union College","KY","40906-1499",33,5,37,29,49
"Western Kentucky University","KY","42101-1000",13,5,57,52,61
"Centenary College of Louisiana","LA","71104",12,5,57,42,69
"Dillard University","LA","70122",11,5,52,39,56
"Grambling State University","LA","71245",32,5,29,20,38
"Louisiana State University-Alexandria","LA","71302-9121",41,5,27,24,30
"Louisiana State University and Agricultural & Mechanical College","LA","70803-2750",12,5,66,64,67
"Louisiana State University-Shreveport","LA","71115-2399",12,5,38,34,40
"Louisiana College","LA","71359",23,5,27,18,44
"Louisiana Tech University","LA","71272",32,5,58,55,63
"Loyola University New Orleans","LA","70118-6143",11,5,62,60,64
"McNeese State University","LA","70605",13,5,41,38,43
"University of New Orleans","LA","70148",11,5,39,35,43
"New Orleans Baptist Theological Seminary","LA","70126",11,5,59,65,30
"Nicholls State University","LA","70310",13,5,49,42,53
"University of Louisiana at Monroe","LA","71209-0000",13,5,53,52,54
"Northwestern State University of Louisiana","LA","71497-0002",33,5,44,42,45
"University of Holy Cross","LA","70131-7399",11,5,29,43,26
"Franciscan Missionaries of Our Lady University","LA","70808",12,5,25,0,32
"Saint Joseph Seminary College","LA","70457",41,5,32,32,
"Southeastern Louisiana University","LA","70402",13,5,38,32,41
"Southern University and A & M College","LA","70813",12,5,32,28,35
"Southern University at New Orleans","LA","70126",11,5,19,21,18
"University of Louisiana at Lafayette","LA","70503",12,5,50,45,54
"Tulane University of Louisiana","LA","70118-5698",11,5,86,82,89
"Xavier University of Louisiana","LA","70125-1098",11,5,48,40,51
"College of the Atlantic","ME","04609",33,1,67,76,63
"Bates College","ME","04240",13,1,92,91,92
"Beal University","ME","04401",13,1,,,
"Bowdoin College","ME","04011",31,1,94,92,95
"Maine College of Health Professions","ME","04240",13,1,,,
"Colby College","ME","04901-8840",33,1,87,86,88
"University of Maine at Augusta","ME","04330-9410",32,1,15,16,14
"University of Maine at Farmington","ME","04938-9978",33,1,55,56,55
"University of Maine at Fort Kent","ME","04743-1292",43,1,42,28,49
"University of Maine","ME","04469",23,1,57,55,58
"Maine Maritime Academy","ME","04420-0001",42,1,72,72,73
"University of Maine at Presque Isle","ME","04769-2888",41,1,35,27,40
"University of New England","ME","04005-9599",22,1,66,65,67
"Maine College of Art & Design","ME","04101-3494",13,1,44,50,41
"Saint Joseph's College of Maine","ME","04084-5236",41,1,68,74,65
"University of Southern Maine","ME","04103",13,1,34,28,39
"Thomas College","ME","04901-5097",41,1,51,51,51
"Unity College","ME","04260",43,1,55,52,57
"University of Baltimore","MD","21201-5720",11,2,38,33,42
"Bowie State University","MD","20715-9465",21,2,42,34,47
"Capitol Technology University","MD","20708",21,2,51,49,70
"Washington Adventist University","MD","20912",21,2,40,30,55
"Coppin State University","MD","21216-3698",11,2,26,35,22
"Frostburg State University","MD","21532-1099",23,2,48,41,55
"Goucher College","MD","21204-2794",13,2,59,52,62
"Hood College","MD","21701",13,2,66,62,68
"Johns Hopkins University","MD","21218-2688",11,2,95,93,96
"Loyola University Maryland","MD","21210-2699",11,2,81,77,83
"University of Maryland Global Campus","MD","20783-8010",21,2,11,7,13
"University of Maryland-Baltimore County","MD","21250",21,2,70,67,75
"University of Maryland-College Park","MD","20742",21,2,88,87,89
"Maryland Institute College of Art","MD","21217-4134",11,2,74,70,75
"University of Maryland Eastern Shore","MD","21853-1299",31,2,33,28,38
"Morgan State University","MD","21251-0001",11,2,44,40,47
"Mount St. Mary's University","MD","21727-7799",31,2,61,59,64
"Ner Israel Rabbinical College","MD","21208",21,2,35,35,
"Notre Dame of Maryland University","MD","21210-2476",11,2,59,,59
"Salisbury University","MD","21801-6862",23,2,72,66,77
"St. Mary's College of Maryland","MD","20686",23,2,73,69,75
"St. John's College","MD","21401",21,2,75,72,80
"Towson University","MD","21252-0001",13,2,72,66,76
"United States Naval Academy","MD","21402-1300",21,0,91,91,93
"Stevenson University","MD","21153-0641",41,2,59,51,64
"Washington College","MD","21620-1438",32,2,75,66,82
"McDaniel College","MD","21157",23,2,65,63,67
"Hult International Business School","MA","02141",12,1,63,59,71
"American International College","MA","01109",12,1,42,36,49
"Amherst College","MA","01002-5000",21,1,92,92,93
"Anna Maria College","MA","01612-1198",41,1,48,34,58
"Assumption University","MA","01609-1296",12,1,72,66,75
"Babson College","MA","02457-0310",21,1,94,93,94
"Boston Baptist College","MA","02136-4030",11,1,80,71,100
"Bay Path University","MA","01106",21,1,51,,51
"Bay State College","MA","02116",11,1,11,6,20
"Bentley University","MA","02452-4705",13,1,88,85,93
"Berklee College of Music","MA","02215",11,1,69,65,75
"Boston Architectural College","MA","02115-2703",11,1,68,82,55
"Boston College","MA","02467",13,1,91,90,92
"Boston University","MA","02215",11,1,89,88,90
"Brandeis University","MA","02454-9110",13,1,88,86,89
"Bridgewater State University","MA","02325",21,1,62,54,69
"Cambridge College","MA","02129",11,1,0,0,0
"Laboure College","MA","02186",21,1,,,
"Clark University","MA","01610-1477",12,1,79,80,78
"Curry College","MA","02186-2395",21,1,55,50,59
"Dean College","MA","02038-1941",21,1,43,36,49
"Eastern Nazarene College","MA","02170-2999",21,1,56,53,60
"Emerson College","MA","02116-4624",11,1,79,77,80
"Emmanuel College","MA","02115",11,1,70,70,70
"Endicott College","MA","01915",21,1,78,73,81
"Fisher College","MA","02116",11,1,38,37,39
"Fitchburg State University","MA","01420-2697",22,1,57,54,60
"Framingham State University","MA","01701-9101",13,1,50,46,52
"Benjamin Franklin Institute of Technology","MA","02116",11,1,,,
"Gordon College","MA","01984",21,1,72,71,73
"Hampshire College","MA","01002-5001",21,1,62,65,61
"Harvard University","MA","02138",12,1,97,96,98
"Hellenic College-Holy Cross Greek Orthodox School of Theology","MA","02445-7415",21,1,58,59,56
"College of the Holy Cross","MA","01610-2395",12,1,93,91,94
"Lasell University","MA","02466",13,1,67,65,68
"Lesley University","MA","02138-2790",12,1,60,52,63
"Longy School of Music of Bard College","MA","02138",12,1,,,
"University of Massachusetts-Lowell","MA","01854-5104",21,1,69,67,74
"University of Massachusetts-Amherst","MA","01003",21,1,84,82,86
"University of Massachusetts-Boston","MA","02125-3393",11,1,49,45,53
"MCPHS University","MA","02115-5896",11,1,65,60,66
"Massachusetts College of Art and Design","MA","02115-5882",11,1,74,67,76
"Massachusetts Institute of Technology","MA","02139-4307",12,1,96,95,97
"Massachusetts Maritime Academy","MA","02532-1803",22,1,78,76,93
"Merrimack College","MA","01845",21,1,69,66,72
"Montserrat College of Art","MA","01915-4508",21,1,63,65,62
"Mount Holyoke College","MA","01075-1489",21,1,85,,85
"The New England Conservatory of Music","MA","02115-5018",11,1,83,78,89
"Nichols College","MA","01571-5000",21,1,58,54,64
"Massachusetts College of Liberal Arts","MA","01247-4100",31,1,58,63,56
"Northeastern University","MA","02115-5005",11,1,91,90,92
"College of Our Lady of the Elms","MA","01013",21,1,68,66,69
"Pine Manor College","MA","02467",21,1,21,20,22
"Regis College","MA","02493-1571",21,1,61,52,64
"Salem State University","MA","01970",21,1,57,49,61
"Simmons University","MA","02115-5898",11,1,71,,71
"Bard College at Simon's Rock","MA","01230-9702",32,1,,,
"Smith College","MA","01063",21,1,91,100,91
"Springfield College","MA","01109-3797",12,1,73,69,77
"University of Massachusetts-Dartmouth","MA","02747-2300",22,1,54,49,60
"Stonehill College","MA","02357-6110",21,1,85,83,86
"Suffolk University","MA","02108-3901",11,1,60,55,65
"Tufts University","MA","02155-5555",21,1,94,93,95
"Wellesley College","MA","02481-8203",21,1,92,,92
"Wentworth Institute of Technology","MA","02115",11,1,72,69,82
"Western New England University","MA","01119-2684",12,1,63,61,67
"Westfield State University","MA","01086-1630",21,1,61,55,65
"Wheaton College (Massachusetts)","MA","02766-2322",21,1,73,70,75
"Williams College","MA","01267",31,1,94,92,96
"Worcester Polytechnic Institute","MA","01609-2280",12,1,87,86,89
"Worcester State University","MA","01602-2597",12,1,61,52,67
"Adrian College","MI","49221-2575",32,3,50,44,59
"Albion College","MI","49224",31,3,64,56,73
"Alma College","MI","48801-1599",32,3,63,58,66
"Alpena Community College","MI","49707",41,3,,,
"Andrews University","MI","49104",31,3,73,69,76
"Aquinas College","MI","49506-1801",12,3,60,53,64
"Baker College","MI","48867",32,3,17,13,19
"Calvin University","MI","49546",12,3,77,73,80
"Central Michigan University","MI","48859",32,3,62,56,66
"Cleary University","MI","48843",22,3,72,79,67
"Concordia University Ann Arbor","MI","48105",12,3,49,35,65
"College for Creative Studies","MI","48202",11,3,62,63,61
"Davenport University","MI","49512-9396",21,3,47,41,57
"University of Detroit Mercy","MI","48221-3038",11,3,67,58,72
"Eastern Michigan University","MI","48197",21,3,48,44,51
"Ferris State University","MI","49307-2251",32,3,55,52,57
"Kettering University","MI","48504-6214",13,3,70,69,75
"Grace Christian University","MI","49509",21,3,50,55,43
"Cornerstone University","MI","49525-5897",12,3,60,61,60
"Grand Valley State University","MI","49401-9403",21,3,67,63,69
"Great Lakes Christian College","MI","48917-1299",21,3,23,13,33
"Henry Ford College","MI","48128-1495",12,3,,,
"Hillsdale College","MI","49242",32,3,88,89,86
"Hope College","MI","49423-9000",13,3,81,74,85
"Jackson College","MI","49201-8399",41,3,20,25,0
"Kalamazoo College","MI","49006-3295",13,3,76,73,79
"Lake Superior State University","MI","49783",33,3,51,52,51
"Lawrence Technological University","MI","48075-1058",13,3,55,53,61
"Madonna University","MI","48150-1176",13,3,63,43,72
"Rochester University","MI","48307",21,3,40,29,47
"University of Michigan-Ann Arbor","MI","48109",12,3,94,93,94
"Michigan State University","MI","48824-1046",13,3,82,80,84
"Michigan Technological University","MI","49931-1295",33,3,69,67,75
"University of Michigan-Dearborn","MI","48128-1491",12,3,56,53,60
"University of Michigan-Flint","MI","48502-1950",13,3,36,32,38
"Northern Michigan University","MI","49855-5301",33,3,53,47,57
"Northwestern Michigan College","MI","49686",33,3,75,75,
"Northwood University","MI","48640-2398",13,3,62,57,70
"Oakland University","MI","48309-4401",21,3,56,51,60
"Olivet College","MI","49076",42,3,44,37,56
"Kuyper College","MI","49525-9781",21,3,42,35,48
"Sacred Heart Major Seminary","MI","48206-1799",11,3,100,100,100
"Saginaw Valley State University","MI","48710",22,3,42,36,48
"Schoolcraft College","MI","48152-2696",13,3,,,
"Siena Heights University","MI","49221",32,3,50,44,57
"Spring Arbor University","MI","49283-9799",23,3,64,60,67
"Finlandia University","MI","49930-1832",33,3,20,15,29
"Wayne State University","MI","48202",11,3,56,53,58
"Western Michigan University","MI","49008-5200",13,3,56,53,60
"Academy College","MN","55431-1411",13,4,40,40,
"Augsburg University","MN","55454",11,4,58,55,61
"Bemidji State University","MN","56601",33,4,46,41,51
"Bethany Lutheran College","MN","56001",13,4,63,62,63
"Bethel University","MN","55112",21,4,74,70,77
"Carleton College","MN","55057",32,4,91,91,92
"Concordia College at Moorhead","MN","56562",22,4,74,67,79
"Concordia University-Saint Paul","MN","55104-5494",11,4,53,45,60
"Martin Luther College","MN","56073-3965",32,4,75,71,78
"Gustavus Adolphus College","MN","56082-1498",31,4,78,74,82
"Hamline University","MN","55104-1284",11,4,65,59,69
"Macalester College","MN","55105-1899",11,4,90,88,91
"Minnesota State University-Mankato","MN","56001",13,4,51,47,54
"Metropolitan State University","MN","55106-5000",11,4,38,26,50
"University of Minnesota-Twin Cities","MN","55455-0213",11,4,84,82,86
"University of Minnesota-Crookston","MN","56716-5001",32,4,56,51,62
"Minneapolis College of Art and Design","MN","55404",11,4,66,67,66
"Herzing University-Minneapolis","MN","55426",21,4,50,0,60
"University of Minnesota-Duluth","MN","55812",13,4,65,64,65
"University of Minnesota-Morris","MN","56267",33,4,58,54,60
"Minnesota State University Moorhead","MN","56563",22,4,57,44,64
"North Central University","MN","55404-1391",11,4,59,66,53
"University of Northwestern-St Paul","MN","55113-1598",21,4,67,60,73
"Northwestern Health Sciences University","MN","55431",13,4,,,
"Oak Hills Christian College","MN","56601-8834",33,4,10,0,25
"College of Saint Benedict","MN","56374",22,4,77,,77
"Saint Cloud State University","MN","56301-4498",13,4,46,47,45
"Saint Johns University","MN","56321",41,4,79,79,
"Saint Mary's University of Minnesota","MN","55987-1399",32,4,57,56,58
"St Olaf College","MN","55057-1098",32,4,85,82,87
"Crown College","MN","55375-9001",41,4,59,45,72
"The College of Saint Scholastica","MN","55811-4199",13,4,65,64,66
"University of St Thomas","MN","55105-1078",11,4,78,76,80
"St Catherine University","MN","55105",11,4,60,100,60
"Rasmussen University-Minnesota","MN","56301-3713",13,4,,,
"Southwest Minnesota State University","MN","56258-5468",33,4,47,42,51
"Dunwoody College of Technology","MN","55403-1192",11,4,33,0,50
"Winona State University","MN","55987-5838",32,4,62,59,64
"Alcorn State University","MS","39096-7500",43,5,42,38,45
"Belhaven University","MS","39202",12,5,54,41,63
"Blue Mountain College","MS","38610",42,5,58,42,79
"Delta State University","MS","38733",33,5,44,42,46
"Jackson State University","MS","39217",12,5,39,36,41
"Millsaps College","MS","39210-0001",12,5,62,59,64
"University of Mississippi","MS","38677-1848",33,5,68,63,72
"Mississippi University for Women","MS","39701",33,5,45,25,52
"Mississippi Valley State University","MS","38941-1400",33,5,27,20,34
"Mississippi College","MS","39058",21,5,63,52,69
"Mississippi State University","MS","39762",33,5,60,58,61
"Rust College","MS","38635",32,5,23,20,26
"Southeastern Baptist College","MS","39440-9989",32,5,,,
"University of Southern Mississippi","MS","39406-0001",13,5,52,47,54
"Tougaloo College","MS","39174",12,5,34,21,41
"William Carey University","MS","39401",13,5,60,51,66
"Avila University","MO","64145-1698",11,4,39,32,46
"Baptist Bible College","MO","65803-3498",12,4,31,28,33
"Cox College","MO","65802-1917",12,4,0,,0
"Calvary University","MO","64147-1341",11,4,37,33,40
"Central Christian College of the Bible","MO","65270-1997",32,4,52,56,47
"Central Methodist University-College of Liberal Arts and Sciences","MO","65248-1198",32,4,47,40,54
"University of Central Missouri","MO","64093",32,4,53,46,57
"Cleveland University-Kansas City","KS","66210",12,4,67,0,100
"Columbia College","MO","65216",12,4,27,26,28
"Conception Seminary College","MO","64433-0502",42,4,0,0,
"Cottey College","MO","64772",33,4,74,,74
"Culver-Stockton College","MO","63435-1299",43,4,49,36,62
"Drury University","MO","65802-3791",12,4,60,51,67
"Evangel University","MO","65802-2125",12,4,57,56,59
"Fontbonne University","MO","63105-3098",21,4,61,53,67
"Hannibal-LaGrange University","MO","63401",33,4,36,34,38
"Harris-Stowe State University","MO","63103-2136",11,4,19,22,17
"Kansas City Art Institute","MO","64111-1874",11,4,62,57,64
"Kenrick Glennon Seminary","MO","63119-4399",21,4,69,69,
"Lincoln University","MO","65101",13,4,27,19,33
"Lindenwood University","MO","63301-1695",13,4,53,48,58
"Maryville University of Saint Louis","MO","63141-7299",21,4,73,68,76
"Midwestern Baptist Theological Seminary","MO","64118-4697",11,4,33,30,38
"Missouri Baptist University","MO","63141-8698",21,4,41,29,60
"Missouri Southern State University","MO","64801-1595",13,4,36,29,42
"Missouri Valley College","MO","65340",33,4,24,19,33
"Missouri Western State University","MO","64507",13,4,37,37,37
"University of Missouri-Columbia","MO","65211",12,4,73,69,76
"University of Missouri-Kansas City","MO","64110",11,4,55,54,56
"Missouri University of Science and Technology","MO","65409",33,4,63,60,73
"University of Missouri-St Louis","MO","63121-4400",21,4,58,54,60
"Truman State University","MO","63501-4221",33,4,72,68,75
"Northwest Missouri State University","MO","64468-6001",33,4,51,47,54
"Ozark Christian College","MO","64801",13,4,59,73,46
"College of the Ozarks","MO","65726-0017",32,4,63,61,63
"Park University","MO","64152-3795",21,4,25,31,22
"Stevens-The Institute of Business & Arts","MO","63103",11,4,100,,100
"Ranken Technical College","MO","63113-2811",11,4,73,70,100
"Rockhurst University","MO","64110-2561",11,4,74,67,79
"Saint Louis University","MO","63103-2097",11,4,80,76,82
"Saint Louis Christian College","MO","63033",21,4,40,44,0
"University of Health Sciences and Pharmacy in St. Louis","MO","63110-1088",11,4,77,81,74
"Southwest Baptist University","MO","65613-2596",32,4,50,43,55
"Stephens College","MO","65215",12,4,53,,53
"Southeast Missouri State University","MO","63701",13,4,54,48,58
"Missouri State University-Springfield","MO","65897",12,4,59,54,62
"Washington University in St Louis","MO","63130-4899",21,4,93,91,95
"Webster University","MO","63119-3194",21,4,57,49,63
"Westminster College","MO","65251-1299",32,4,52,48,57
"William Jewell College","MO","64068-1896",21,4,65,60,71
"William Woods University","MO","65251-2388",32,4,55,55,55
"Carroll College","MT","59625-0002",33,7,67,69,66
"Montana State University Billings","MT","59101-0298",12,7,25,22,27
"Aaniiih Nakoda College","MT","59526",43,7,,,
"University of Providence","MT","59405-4996",13,7,37,39,36
"Montana Technological University","MT","59701-8997",33,7,57,54,68
"Montana State University","MT","59717",33,7,54,49,60
"The University of Montana","MT","59812",13,7,49,43,53
"Montana State University-Northern","MT","59501",33,7,35,34,39
"Rocky Mountain College","MT","59102-1796",12,7,52,49,54
"Salish Kootenai College","MT","59855",42,7,33,35,32
"The University of Montana-Western","MT","59725-3598",33,7,39,36,40
"Bellevue University","NE","68005-3098",21,4,23,15,31
"Clarkson College","NE","68131-2739",11,4,68,0,71
"Bryan College of Health Sciences","NE","68506",11,4,70,50,72
"Chadron State College","NE","69337-2690",33,4,39,34,43
"Concordia University-Nebraska","NE","68434-1556",32,4,58,46,70
"Creighton University","NE","68178",11,4,78,78,79
"Doane University","NE","68333",32,4,59,57,61
"Hastings College","NE","68901",32,4,49,41,60
"University of Nebraska at Kearney","NE","68849-1212",32,4,57,48,63
"Nebraska Methodist College of Nursing & Allied Health","NE","68114-2852",11,4,73,0,76
"Midland University","NE","68025",32,4,45,39,54
"University of Nebraska at Omaha","NE","68182-0225",11,4,52,48,56
"Nebraska Wesleyan University","NE","68504-2794",11,4,66,59,72
"University of Nebraska-Lincoln","NE","68588-0419",11,4,66,63,71
"Peru State College","NE","68421-0010",42,4,39,29,49
"Summit Christian College","NE","69341",33,4,100,100,
"College of Saint Mary","NE","68106",11,4,58,,58
"Union College","NE","68506",11,4,58,58,57
"Wayne State College","NE","68787",32,4,50,47,52
"York College","NE","68467-2699",33,4,34,31,42
"College of Southern Nevada","NV","89146-1164",11,8,,,
"Las Vegas College","NV","89113",21,8,,,
"University of Nevada-Las Vegas","NV","89154",12,8,47,43,50
"University of Nevada-Reno","NV","89557",11,8,63,60,65
"Great Basin College","NV","89801",33,8,4,8,0
"Sierra Nevada University","NV","89451",32,8,34,33,36
"Truckee Meadows Community College","NV","89512-3999",11,8,,,
"Western Nevada College","NV","89703-7399",13,8,,,
"Colby-Sawyer College","NH","03257-7835",42,1,61,55,64
"Dartmouth College","NH","03755-3529",33,1,94,92,97
"Franklin Pierce University","NH","03461-0060",41,1,41,36,46
"Magdalen College","NH","03278-4012",42,1,59,58,59
"New England College","NH","03242",42,1,27,22,31
"Southern New Hampshire University","NH","03106-1045",22,1,37,35,38
"University of New Hampshire-Main Campus","NH","03824-3547",23,1,78,76,80
"Keene State College","NH","03435-1506",32,1,60,61,59
"University of New Hampshire at Manchester","NH","03101-1113",12,1,64,44,77
"Plymouth State University","NH","03264-1595",33,1,53,50,56
"Rivier University","NH","03060",13,1,60,59,60
"Saint Anselm College","NH","03102-1310",22,1,77,69,83
"Granite State College","NH","03301-3471",31,1,15,8,20
"Thomas More College of Liberal Arts","NH","03054",22,1,90,100,83
"Berkeley College-Woodland Park","NJ","07424",21,2,37,35,38
"Bloomfield College","NJ","07003",21,2,38,26,44
"Caldwell University","NJ","07006-6195",21,2,59,58,60
"Centenary University","NJ","07840",21,2,68,68,69
"Drew University","NJ","07940",21,2,74,72,75
"Fairleigh Dickinson University-Metropolitan Campus","NJ","07666",21,2,53,51,55
"Felician University","NJ","07644",21,2,52,38,57
"Fairleigh Dickinson University-Florham Campus","NJ","07940",21,2,62,59,64
"Georgian Court University","NJ","08701-2697",13,2,58,48,63
"Rowan University","NJ","08028",21,2,69,65,74
"Eastwick College-Ramsey","NJ","07446-2551",21,2,100,,100
"New Jersey City University","NJ","07305",11,2,39,32,45
"Kean University","NJ","07083",21,2,48,43,52
"Monmouth University","NJ","07764-1898",21,2,69,68,70
"Montclair State University","NJ","07043-1624",21,2,67,63,70
"New Jersey Institute of Technology","NJ","07102",11,2,74,71,84
"Princeton University","NJ","08544-0070",13,2,98,97,99
"Rabbinical College of America","NJ","07960-3600",21,2,12,12,
"Ramapo College of New Jersey","NJ","07430-1680",21,2,72,69,74
"Rider University","NJ","08648-3099",21,2,61,56,65
"Rutgers University-Camden","NJ","08102",13,2,71,63,77
"Rutgers University-New Brunswick","NJ","08901-1281",13,2,84,80,87
"Rutgers University-Newark","NJ","07102",11,2,65,57,72
"Saint Peter's University","NJ","07306-5997",11,2,58,50,64
"Seton Hall University","NJ","07079-2697",21,2,72,64,79
"Saint Elizabeth University","NJ","07960",21,2,39,,39
"Stevens Institute of Technology","NJ","07030-5991",21,2,87,87,88
"Stockton University","NJ","08205-9441",22,2,76,71,79
"Talmudical Academy-New Jersey","NJ","07710",21,2,6,6,
"The College of New Jersey","NJ","08628-7718",21,2,87,84,89
